,Unnamed: 0,제작(수입)사,차명,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의,Title,Ministry,Date,Subject
26,26,폭스바겐그룹코리아 주식회사,"e-tron GT, RS e-tron GT",2021-09-13 ~ 2023-06-28,2024-07-24 ~,499 대,제동장치,"전방 차축 브레이크 호스가 차량 진동 발생에 의하여, 균열 및 변형이 발생할 수 있으며 이로 인해 브레이크액 누유 발생 시 제동 성능 저하 및 제동 거리 증가로 인하여 충돌의 위험이 증가할 수 있음이 확인됨에 따른 리콜<대상차량별 생산일자>e-tron GT: 2021.09.23~2023.06.28RS e-tron GT: 2021.09.13~2023.02.02",전방 차축 브레이크 호스 교체 및 홀더 추가 장착,아우디 대표번호 080-767-2834,[폭스바겐그룹] e-tron GT 등 2차종 - 전방 차축 브레이크 호스 관련 리콜,국토교통부,2024-07-24,[폭스바겐그룹] e-tron GT 등 2차종 - 전방 차축 브레이크 호스 관련 리콜
27,27,기아주식회사,니로EV (DE EV),2021-07-22 ~ 2022-02-08,2024-07-24 ~,"1,986 대",전기장치,세이프티 플러그 제조 불량으로 인해 비정상적인 과열이 발생하여 세이프티 플러그의 소손 및 차량 주행 불가 발생 가능성이 확인됨에 따른 리콜,세이프티 플러그 제거 후 동일 기능의 퓨즈박스 부품으로 교환,기아자동차 대표번호 080-200-2000,[기아] 니로EV - 세이프티 플러그 관련 리콜,국토교통부,2024-07-24,[기아] 니로EV - 세이프티 플러그 관련 리콜
28,28,포르쉐코리아 주식회사,"타이칸, 타이칸 크로스 투리스모, 타이칸 4S, 타이칸 크로스 투리스모 4S,타이칸 GTS, 타이칸 터보, 타이칸 크로스 투리스모 터보, 타이칸 터보 S",2020-09-23 ~ 2024-05-16,2024-07-24 ~,"5,059 대",제동장치,"앞축 브레이크 호스 제조상 문제로 특정 주행 조건에서 조향 시, 브레이크 호스 꺽임이 가장 심한 부분에 압력이 가해져 호스가 손상될 수 있으며, 이런 경우 브레이크 오일 누유로 브레이크의 기능이 저하될 수 있고, '브레이크 오일 부족' 이나 'PSM 고장' 등의 경고등이 점등될 수 있는 가능성에 따른 리콜<대상차량별 생산일자>타이칸: 2021.06.22~2024.05.16타이칸 크로스 투리스모: 2021.07.13~2023.10.18타이칸 4S: 2020.09.23~2024.05.07타이칸 크로스 투리스모 4S: 2021.11.11~2023.12.20타이칸 GTS: 2022.02.15~2024.03.04타이칸 터보: 2021.01.21~2024.05.06타이칸 크로스 투리스모 터보: 2021.07.13~2023.12.15타이칸 터보 S: 2020.12.21~2024.04.22",개선된 앞축 브레이크 호스로 교체,포르쉐코리아 대표번호 080-8100-911,[포르쉐] 타이칸 등 8차종 - 앞축 브레이크 호스 관련 리콜,국토교통부,2024-07-24,[포르쉐] 타이칸 등 8차종 - 앞축 브레이크 호스 관련 리콜
29,29,기아주식회사,레이 (TAM),2024-01-24 ~ 2024-01-29,2024-07-22 ~,175 대,승차 및 실내장치,운전석 안전띠 고정 브라켓 용접부 제조 불량으로 인해 자동차 고정벽면정면충돌 안전기준을 만족하지 못하는 결함이 확인됨에 따른 리콜,운전석 쿠션 프레임 앗세이 교환,기아자동차 대표번호 080-200-2000,[기아] 레이 - 운전석 안전띠 고정 브라켓 관련 리콜,국토교통부,2024-07-22,[기아] 레이 - 운전석 안전띠 고정 브라켓 관련 리콜
30,30,기아주식회사,봉고Ⅲ (PU),2023-08-18 ~ 2023-09-06,2024-07-22 ~,747 대,주행장치,"리어 휠 구동축 락 너트 제조 불량으로 인해 나사산 물림량 부족하여 락 너트 체결 헐거움으로 주행 중 경고등 점등되며, 지속 주행 시 휠&타이어 이탈 가능성이 확인됨에 따른 리콜","리어 휠 구동축 락 너트 교환<단, 일부 차량의 경우 기존 무상수리로 이미 리콜에 해당하는 조치가 완료되어 추가 조치는 필요하지 않을 수 있으므로 자세한 사항은 제작사 고객센터(080-200-2000)으로 문의하여 주시기 바랍니다>",기아자동차 대표번호 080-200-2000,[기아] 봉고Ⅲ - 락 너트 관련 리콜,국토교통부,2024-07-22,[기아] 봉고Ⅲ - 락 너트 관련 리콜
31,31,기아주식회사,"K5 (TF), K5 하이브리드 (TF HEV)",2010-05-04 ~ 2015-06-24,2024-07-22 ~,"210,283 대",제동장치,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성에 따른 리콜<대상차량별 생산일자>K5 (TF): 2010.05.04~2015.06.24K5 하이브리드 (TF HEV): 2011.05.03~2013.11.25,엔진룸 정션박스내 HECU 관련 퓨즈를 개선품으로 교환(합선 발생 시 전원 차단하여 소손 예방),기아자동차 대표번호 080-200-2000,[기아] K5 등 2차종 - 전자제어유압장치(HECU) 관련 리콜,국토교통부,2024-07-22,[기아] K5 등 2차종 - 전자제어유압장치(HECU) 관련 리콜
32,32,한솜바이크(주),BENNET125,2022-02-01 ~ 2022-12-31,2024-07-22 ~,"1,199 대",제동장치,"제조 시 일부 재료 배합 오류로 불량 브레이크 패드가 생산되었을 수 있으며, 이런 경우 앞바퀴 브레이크 패드가 젖은 상황(우천 시 등)에서 제동성능이 감소될 수 있는 가능성에 따른 리콜",대상 자동차에 대하여 제동장치(앞바퀴 브레이크 패드)를 안전기준에 맞는 개선품으로 교환함,한솜바이크 대표번호 1688-2886,[한솜바이크] BENNET125 - 앞바퀴 브레이크 패드 관련 리콜,국토교통부,2024-07-22,[한솜바이크] BENNET125 - 앞바퀴 브레이크 패드 관련 리콜
33,33,현대자동차(주),GV70 (JK1),2024-03-11 ~ 2024-07-01,2024-07-18 ~,"2,782 대",기타장치,"접지용(GND) 볼트가 다른 사양으로 잘못 조립(신규라인 생산)되었을 수 있으며, 이런 경우 지속 운행 시 시동불량 및 주행 중 시동꺼짐 가능성이 확인됨에 따른 리콜",접지용(GND) 볼트 교체,제네시스 대표번호 080-700-6000,[현대] GV70 - 접지용(GND) 볼트 관련 리콜,국토교통부,2024-07-18,[현대] GV70 - 접지용(GND) 볼트 관련 리콜
34,34,포르쉐코리아 주식회사,911 카레라 등 17차종,2022-07-15 ~ 2024-05-22,2024-07-17 ~,"2,054 대",주행장치,주행보조시스템의 소프트웨어 오류로 인해 차선 유지 보조 장치 사용 중 조향 개입 시 계기판에 시각적 알림이 표시되지 않을 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제89조를 만족하지 못할 수 있음)<대상차량별 생산일자>911 카레라: 2022.11.04~2024.05.08911 카레라 4: 2022.10.05~2024.05.07911 카레라 4 카브리올레: 2023.01.23~2024.05.22911 카레라 4 GTS: 2022.09.23~2024.05.02911 카레라 4 GTS 카브리올레: 2022.09.22~2024.04.30911 카레라 4S: 2023.01.27~2024.05.02911 카레라 4S 카브리올레: 2023.01.25~2024.05.08911 카레라 카브리올레: 2022.11.11~2024.05.03911 카레라 GTS: 2022.09.19~2024.04.02911 카레라 GTS 카브리올레: 2022.10.10~2024.04.26911 카레라 S: 2022.12.28~2024.05.15911 카레라 S 카브리올레: 2022.11.10~2024.05.07911 타르가 4: 2023.02.02~2024.05.08911 타르가 4 GTS: 2022.07.15~2024.04.29911 타르가 4S: 2023.01.21~2024.04.27911 터보 S: 2022.09.19~ 2023.12.02911 터보 S 카브리올레: 2022.09.21~ 2023.11.30,주행보조시스템 소프트웨어 업데이트,포르쉐 대표번호 080-8100-911,[포르쉐] 911 카레라 등 17차종 - 운전자지원첨단조향장치 관련 리콜,국토교통부,2024-07-17,[포르쉐] 911 카레라 등 17차종 - 운전자지원첨단조향장치 관련 리콜
35,35,한국닛산(주),"M30, M30d, M56, Q70 3.0d, Q70 5.6, Q50 2.2d, Q50 HYBRID, Q50S",2010-05-25 ~ 2019-08-28,2024-07-17 ~,"8,802 대",동력전달장치,"프로펠러 샤프트 볼 요크의 길이가 설계보다 짧게 제작되어 운행 중 파손될 수 있음. 이런 경우 비 정상적인 소음이 발생되며, 추진력이 손실되고 동력 전달이 되지 않아 안전 운행에 지장을 줄 수 있고, 주차 시에는 기어를 P위치에 놓아도 차량이 움직일 수 있는 가능성에 따른 리콜<대상차량별 생산일자>M30: 2012.02.06M30d: 2012.07.18~2013.06.28M56: 2010.05.25~2011.11.23Q70 3.0d: 2013.09.18~2015.06.23Q70 5.6: 2014.04.08Q50 2.2d: 2013.07.19~2016.09.15Q50 HYBRID: 2013.07.20~2017.07.06Q50S: 2017.07.17~2019.08.28",개선된 프로펠러 샤프트 교체,인피티니 대표번호 080-010-0123,[닛산] 인피니티 M30 등 8차종 - 프로펠러 샤프트 관련 리콜,국토교통부,2024-07-17,[닛산] 인피니티 M30 등 8차종 - 프로펠러 샤프트 관련 리콜
36,36,기아주식회사,쏘렌토 (XM),2010-07-05 ~ 2014-08-21,2024-07-15 ~,"139,478 대",제동장치,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성에 따른 리콜,엔진룸 정션박스내 HECU 관련 퓨즈를 개선품으로 교환(합선 발생 시 전원 차단하여 소손 예방),기아자동차 대표번호 080-200-2000,[기아] 쏘렌토 - 전자제어유압장치(HECU) 관련 리콜,국토교통부,2024-07-15,[기아] 쏘렌토 - 전자제어유압장치(HECU) 관련 리콜
37,37,폭스바겐그룹코리아 주식회사,"URUS S, URUS PERFORMANTE",2022-12-05 ~ 2024-02-03,2024-07-15 ~,366 대,차체/차대,"제조 공정 상의 오류로 인해, 후드 스트라이커의 리벳트 인서트가 불충분하게 조립되었을 수 있으며, 이런 경우 시속 150키로미터 이상 주행 시 후드와 범퍼 사이 간극이 발생하여 공기가 유입될 수 있으며, 발생되는 간극은 래치 잠금 장치가 풀리게되어 후드 스트라이커가 후드로부터 떨어져 나갈 수 있음. 이러한 경우 주행 중 엔진 후드가 열려 운전자의 시야를 방해할 수 있으며, 차량으로부터 분리될 경우 사고의 위험성이 증가할 수 있음이 확인됨에 따른 리콜<*대상차량별 생산일자>URUS S: 2022.12.05~2024.02.03URUS PERFORMANTE: 2022.12.19~2024.02.01",엔진 후드 스트라이커를 점검하고 필요 시 스트라이커 브라켓 교체,람보르기니 대표번호 02-6077-9100,[람보르기니] URUS S 등 2차종 - 엔진 후드 스트라이커 리벳트 인서트 관련 리콜,국토교통부,2024-07-15,[람보르기니] URUS S 등 2차종 - 엔진 후드 스트라이커 리벳트 인서트 관련 리콜
38,38,지엠코리아(주),캐딜락 XT6,2024-05-15 ~ 2024-05-22,2024-07-12 ~,16 대,승차 및 실내장치,"계기판 소프트웨어 오류로 인해 메모리 과부하가 발생할 수 있으며, 이로 인해 예상치 못한 계기판 꺼짐 현상이 발생되는 경우 계기판 상에 방향지시등, 비상등 및 상향등의 표시가 안 될 수 있어 안전에 지장을 줄 수 있는 가능성이 확인됨에 따른 리콜",계기판 소프트웨어 업데이트,캐딜락 대표번호 080-800-1228,[지엠코리아] 캐딜락 XT6 - 계기판 소프트웨어 관련 리콜,국토교통부,2024-07-12,[지엠코리아] 캐딜락 XT6 - 계기판 소프트웨어 관련 리콜
39,39,기아주식회사,K5 (DL3 PE),2024-04-03 ~ 2024-04-08,2024-07-11 ~,19 대,원동기,"배기가스 재순환장치 밸브 (EGR 밸브) 제조 불량으로, 배기가스 재순환장치 밸브 (EGR 밸브) 내부 쇼트(단락) 발생하는 경우 주행 중 간헐적 시동꺼짐 발생 가능성에 따른 리콜",배기가스 재순환장치 밸브 (EGR 밸브) 교환,기아자동차 대표번호 080-200-2000,[기아] K5 - 배기가스 재순환장치 밸브(EGR 밸브) 관련 무상수리,국토교통부,2024-07-11,[기아] K5 - 배기가스 재순환장치 밸브(EGR 밸브) 관련 무상수리
40,40,한국토요타자동차(주),"토요타 프리우스 2WD, 토요타 프리우스 PHEV, 토요타 프리우스 AWD",2023-09-15 ~ 2024-04-03,2024-07-11 ~,737 대,차체/차대,"리어 도어 외부핸들의 전기식 오픈 스위치 방수성능이 부족하여 스위치 내부로 많은 양의 물이 유입되어 스위치 내부회로 고장이 발생할 수 있으며, 이런 경우 도어가 잠겨 있지 않은 상태에서 주행 중에 리어 도어가 열려 사고 위험이 증가할 수 있는 우려가 있음에 따른 리콜<대상차량별 생산일자>토요타 프리우스 2WD: 2023.09.15~2024.04.03토요타 프리우스 PHEV: 2023.11.06~2024.02.29토요타 프리우스 AWD: 2023.09.22~2024.04.03",대상차량에 대해 리어 도어 외부핸들의 오픈 스위치(좌/우)를 개선품으로 교환,한국토요타 대표번호 080-525-8255,[토요타] 토요타 프리우스 2WD 등 3차종 - 리어 도어 외부핸들 관련 리콜,국토교통부,2024-07-11,[토요타] 토요타 프리우스 2WD 등 3차종 - 리어 도어 외부핸들 관련 리콜
41,41,현대자동차(주),"일렉시티(CY), 일렉시티(CY) FCEV",2020-07-27 ~ 2024-06-08,2024-07-10 ~,"2,887 대",기타장치,차량 특성 및 사용조건 고려한 인슐레이터 내구 강성 설계 오류로 인해 인슐레이터 4개소 모두 파손 시 구동모터와 차체 분리되어 동력 전달 불가로 차량 멈춤 가능성이 확인됨에 따른 리콜<대상차량별 생산일자>일렉시티(CY): 2021.04.23~2024.06.08일렉시티(CY) FCEV: 2020.07.27~2024.06.07,인슐레이터 개선품 교환,현대자동차 대표번호 080-600-6000,[현대] 일렉시티 등 2차종 - 구동모터 인슐레이터 관련 리콜,국토교통부,2024-07-10,[현대] 일렉시티 등 2차종 - 구동모터 인슐레이터 관련 리콜
42,42,볼보트럭코리아(주),"FH 트랙터, FM 트랙터, FH 카고, FM 카고",2013-12-23 ~ 2023-12-19,2024-07-08 ~,"2,254 대",주행장치,"조향장치의 조향조종력이 국내 안전기준 위반사항임이 확인되었으며, 이런 경우 조향장치 고정상태에서 주행 중 조향장치 조향조종력이 부족하여 안전 운행에 지장을 줄 수 있는 가능성에 따른 리콜<*대상차량별 생산일자>FH 트랙터(FH62TT3A): 2020.11.09∼2023.08.28FH 트랙터(FH62TT3HA): 2016.02.15∼2021.02.11FH 트랙터(FH64T6HT): 2014.11.12∼2014.12.19FM 트랙터(FM62TT1HA): 2013.12.23∼2019.11.29FM 트랙터(FM62TT1A): 2020.11.23∼2022.01.17FM 트랙터(FM42T3HA): 2015.02.27∼2017.03.02FM 트랙터(FM64T3HT): 2017.05.05FH 카고(FH64R6L): 2023.10.26∼2023.11.20FH 카고(FH64R6HB): 2020.10.08FM 카고(FM62RP3A): 2023.10.18∼2023.12.19FM 카고(FM64R1HA): 2014.06.25FM 카고(FM42R1HL): 2015.04.10∼2020.03.30FM 카고(FM64R1HBX): 2017.12.04∼2020.07.08",서비스센터에서 대상 자동차에 대하여 전축 조향휠 캐스터 각도 조정 (캐스터 조정용 심 추가 장착) 후 전축 얼라인먼트 조정 작업 시행,볼보트럭코리아 대표번호 080-038-1000,[볼보트럭] FH 트랙터 등 4차종 - 전축 조향장치 관련 리콜,국토교통부,2024-07-08,[볼보트럭] FH 트랙터 등 4차종 - 전축 조향장치 관련 리콜
43,43,메르세데스벤츠코리아(주),CLS 300 d 4MATIC,2021-03-26 ~ 2021-04-01,2024-07-05 ~,2 대,실내안전장치,"에어백 컨트롤 유닛 소프트웨어 오류로 인하여 사고 발생 시 액티브 보닛(Active Bonnet)이 의도한대로 정상 작동되지 않을 수 있으며, 이런 경우 사고 발생 시 도로 이용자의 부상 위험이 증가할 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제102조의2(보행자 보호)를 만족하지 못할 수 있음)",새로운 에어백 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886,[벤츠] CLS 300 d 4MATIC - 에어백 컨트롤 유닛 관련 리콜,국토교통부,2024-07-05,[벤츠] CLS 300 d 4MATIC - 에어백 컨트롤 유닛 관련 리콜
44,44,메르세데스벤츠코리아(주),"EQE 300, EQE 350 4MATIC, EQE 350+, AMG EQE 53 4MATIC, EQS 450+, EQS 450 4MATIC",2023-02-14 ~ 2023-12-06,2024-07-05 ~,726 대,연료장치,"고전압 배터리 관리 시스템의 소프트웨어 오류로 인해 다른 제어 장치들로부터 비정상적으로 많은 양의 데이터를 요청받을 경우 배터리 관리 시스템에 과부하가 발생할 수 있고, 이런 경우 고전압 배터리 전원 공급 연결이 차단되어 고전압 시스템이 종료될 수 있으며, 이로 인해 사전 경고 없이 차량의 추진력이 상실될 수 있어 충돌 위험이 증가할 수 있음이 확인됨에 따른 리콜<대상차량별 생산일자>EQE 300: 2023.03.29EQE 350 4MATIC: 2023.08.22~2023.11.21EQE 350+: 2023.08.18~2023.12.06AMG EQE 53 4MATIC: 2023.03.24EQS 450+: 2023.02.15EQS 450 4MATIC: 2023.02.14~2023.03.03",고전압 배터리 관리 시스템 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886,[벤츠] EQE 300 등 6차종 - 고전압 배터리 관리 시스템 관련 리콜,국토교통부,2024-07-05,[벤츠] EQE 300 등 6차종 - 고전압 배터리 관리 시스템 관련 리콜
45,45,포르쉐코리아 주식회사,"카이엔, 카이엔 Coupe, 카이엔 E-하이브리드, 카이엔 E-하이브리드 Coupe, 카이엔 S E-하이브리드, 카이엔 S E-하이브리드 Coupe, 카이엔 터보 E-하이브리드, 카이엔 터보 E-하이브리드 Coupe, 카이엔 터보 GT, 파나메라 4, 파나메라 터보 E-하이브리드, 타이칸, 타이칸 크로스 투리스모, 타이칸 4S, 타이칸 크로스 투리스모 4S, 타이칸 터보, 타이칸 크로스 투리스모 터보, 타이칸 터보 S",2023-03-24 ~ 2024-06-13,2024-07-05 ~,"3,835 대",등화장치,"전조등 제어장치 소프트웨어 오류가 있을 수 있으며, 이런 경우 적응형 전조등 중 일부인 곡선로 조명이 후진 시에도 작동할 가능성이 확인됨에 따른 리콜 (자동차 및 자동차부품의 성능과 기준에 관한 규칙 제38조를 만족하지 못할 수 있음)<대상차량별 생산일자>카이엔(9YA): 2023.03.24~2024.06.13카이엔 COUPE(9YA): 2023.04.18~2024.06.13카이엔 E-하이브리드(9YA): 2024.03.11~2024.06.13카이엔 E-하이브리드 COUPE(9YA): 2024.03.11~2024.06.13카이엔 S E-하이브리드(9YA): 2024.03.11~2024.04.16카이엔 S E-하이브리드 COUPE(9YA): 2024.03.11~2024.06.06카이엔 터보 E-하이브리드(9YA): 2024.04.17~2024.06.07카이엔 터보 E-하이브리드 COUPE(9YA): 2024.03.14~2024.03.28카이엔 터보 GT(9YA): 2023.05.09~2024.05.07파나메라 4(YAA): 2023.10.23~2024.06.11파나메라 터보 E-하이브리드(YAA): 2024.05.22~2024.06.03타이칸(Y1A): 2024.03.26~2024.06.06타이칸 크로스 투리스모(Y1A): 2024.06.05~2024.06.10타이칸 4S(Y1A): 2024.03.28~2024.06.06타이칸 크로스 투리스모 4S(Y1A): 2024.05.28~2024.06.06타이칸 터보(Y1A): 2024.04.04~2024.05.06타이칸 크로스 투리스모 터보(Y1A): 2024.06.04타이칸 터보 S(Y1A): 2024.04.11~2024.05.14",전조등 제어장치 소프트웨어 업데이트,포르쉐 대표번호 080-8100-911,[포르쉐] 카이엔 등 18차종 - 헤드라이트 제어장치 소프트웨어 관련 리콜,국토교통부,2024-07-05,[포르쉐] 카이엔 등 18차종 - 헤드라이트 제어장치 소프트웨어 관련 리콜
